Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPIO_[13..4] =, GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fout1[27..18] =, fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Group =, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27,  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri[9..0] =, tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0],  unsigned decimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: ms, GPIO_[13..4], GPIO_[13], GPIO_[12], GPIO_[11], GPIO_[10], GPIO_[9], GPIO_[8], GPIO_[7], GPIO_[6], GPIO_[5], GPIO_[4], fout1[27..18], fout1[27], fout1[26], fout1[25], fout1[24], fout1[23], fout1[22], fout1[21], fout1[20], fout1[19], fout1[18], Group, fout20, fout21, fout22, fout23, fout24, fout25, fout26, fout27, tri[9..0], tri[9], tri[8], tri[7], tri[6], tri[5], tri[4], tri[3], tri[2], tri[1], tri[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
636,933,1,1,1,0,1,0,0,1,0,1,933,1,1,1,0,1,0,0,1,0,1,218,1,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
637,933,1,1,1,0,1,0,0,1,0,1,933,1,1,1,0,1,0,0,1,0,1,90,0,1,0,1,1,0,1,0,696,1,0,1,0,1,1,1,0,0,0, 
638,934,1,1,1,0,1,0,0,1,1,0,934,1,1,1,0,1,0,0,1,1,0,90,0,1,0,1,1,0,1,0,694,1,0,1,0,1,1,0,1,1,0, 
639,934,1,1,1,0,1,0,0,1,1,0,934,1,1,1,0,1,0,0,1,1,0,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
640,935,1,1,1,0,1,0,0,1,1,1,935,1,1,1,0,1,0,0,1,1,1,154,1,0,0,1,1,0,1,0,692,1,0,1,0,1,1,0,1,0,0, 
641,936,1,1,1,0,1,0,1,0,0,0,936,1,1,1,0,1,0,1,0,0,0,26,0,0,0,1,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
642,936,1,1,1,0,1,0,1,0,0,0,936,1,1,1,0,1,0,1,0,0,0,234,1,1,1,0,1,0,1,0,690,1,0,1,0,1,1,0,0,1,0, 
643,937,1,1,1,0,1,0,1,0,0,1,937,1,1,1,0,1,0,1,0,0,1,234,1,1,1,0,1,0,1,0,688,1,0,1,0,1,1,0,0,0,0, 
644,938,1,1,1,0,1,0,1,0,1,0,938,1,1,1,0,1,0,1,0,1,0,106,0,1,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
645,938,1,1,1,0,1,0,1,0,1,0,938,1,1,1,0,1,0,1,0,1,0,170,1,0,1,0,1,0,1,0,686,1,0,1,0,1,0,1,1,1,0, 
646,939,1,1,1,0,1,0,1,0,1,1,939,1,1,1,0,1,0,1,0,1,1,170,1,0,1,0,1,0,1,0,684,1,0,1,0,1,0,1,1,0,0, 
647,939,1,1,1,0,1,0,1,0,1,1,939,1,1,1,0,1,0,1,0,1,1,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
648,940,1,1,1,0,1,0,1,1,0,0,940,1,1,1,0,1,0,1,1,0,0,42,0,0,1,0,1,0,1,0,682,1,0,1,0,1,0,1,0,1,0, 
649,941,1,1,1,0,1,0,1,1,0,1,941,1,1,1,0,1,0,1,1,0,1,202,1,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
650,941,1,1,1,0,1,0,1,1,0,1,941,1,1,1,0,1,0,1,1,0,1,74,0,1,0,0,1,0,1,0,680,1,0,1,0,1,0,1,0,0,0, 
651,942,1,1,1,0,1,0,1,1,1,0,942,1,1,1,0,1,0,1,1,1,0,74,0,1,0,0,1,0,1,0,678,1,0,1,0,1,0,0,1,1,0, 
652,942,1,1,1,0,1,0,1,1,1,0,942,1,1,1,0,1,0,1,1,1,0,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
653,943,1,1,1,0,1,0,1,1,1,1,943,1,1,1,0,1,0,1,1,1,1,138,1,0,0,0,1,0,1,0,676,1,0,1,0,1,0,0,1,0,0, 
654,944,1,1,1,0,1,1,0,0,0,0,944,1,1,1,0,1,1,0,0,0,0,10,0,0,0,0,1,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
655,944,1,1,1,0,1,1,0,0,0,0,944,1,1,1,0,1,1,0,0,0,0,242,1,1,1,1,0,0,1,0,674,1,0,1,0,1,0,0,0,1,0, 
656,945,1,1,1,0,1,1,0,0,0,1,945,1,1,1,0,1,1,0,0,0,1,242,1,1,1,1,0,0,1,0,672,1,0,1,0,1,0,0,0,0,0, 
657,946,1,1,1,0,1,1,0,0,1,0,946,1,1,1,0,1,1,0,0,1,0,114,0,1,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
658,946,1,1,1,0,1,1,0,0,1,0,946,1,1,1,0,1,1,0,0,1,0,178,1,0,1,1,0,0,1,0,670,1,0,1,0,0,1,1,1,1,0, 
659,947,1,1,1,0,1,1,0,0,1,1,947,1,1,1,0,1,1,0,0,1,1,178,1,0,1,1,0,0,1,0,668,1,0,1,0,0,1,1,1,0,0, 
660,947,1,1,1,0,1,1,0,0,1,1,947,1,1,1,0,1,1,0,0,1,1,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
661,948,1,1,1,0,1,1,0,1,0,0,948,1,1,1,0,1,1,0,1,0,0,50,0,0,1,1,0,0,1,0,666,1,0,1,0,0,1,1,0,1,0, 
662,949,1,1,1,0,1,1,0,1,0,1,949,1,1,1,0,1,1,0,1,0,1,210,1,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
663,949,1,1,1,0,1,1,0,1,0,1,949,1,1,1,0,1,1,0,1,0,1,82,0,1,0,1,0,0,1,0,664,1,0,1,0,0,1,1,0,0,0, 
664,950,1,1,1,0,1,1,0,1,1,0,950,1,1,1,0,1,1,0,1,1,0,82,0,1,0,1,0,0,1,0,662,1,0,1,0,0,1,0,1,1,0, 
665,950,1,1,1,0,1,1,0,1,1,0,950,1,1,1,0,1,1,0,1,1,0,146,1,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
666,951,1,1,1,0,1,1,0,1,1,1,951,1,1,1,0,1,1,0,1,1,1,146,1,0,0,1,0,0,1,0,660,1,0,1,0,0,1,0,1,0,0, 
667,952,1,1,1,0,1,1,1,0,0,0,952,1,1,1,0,1,1,1,0,0,0,18,0,0,0,1,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
668,952,1,1,1,0,1,1,1,0,0,0,952,1,1,1,0,1,1,1,0,0,0,226,1,1,1,0,0,0,1,0,658,1,0,1,0,0,1,0,0,1,0, 
669,953,1,1,1,0,1,1,1,0,0,1,953,1,1,1,0,1,1,1,0,0,1,226,1,1,1,0,0,0,1,0,656,1,0,1,0,0,1,0,0,0,0, 
670,953,1,1,1,0,1,1,1,0,0,1,953,1,1,1,0,1,1,1,0,0,1,98,0,1,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
671,954,1,1,1,0,1,1,1,0,1,0,954,1,1,1,0,1,1,1,0,1,0,98,0,1,1,0,0,0,1,0,654,1,0,1,0,0,0,1,1,1,0, 
672,955,1,1,1,0,1,1,1,0,1,1,955,1,1,1,0,1,1,1,0,1,1,162,1,0,1,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
673,955,1,1,1,0,1,1,1,0,1,1,955,1,1,1,0,1,1,1,0,1,1,34,0,0,1,0,0,0,1,0,652,1,0,1,0,0,0,1,1,0,0, 
674,956,1,1,1,0,1,1,1,1,0,0,956,1,1,1,0,1,1,1,1,0,0,34,0,0,1,0,0,0,1,0,650,1,0,1,0,0,0,1,0,1,0, 
675,957,1,1,1,0,1,1,1,1,0,1,957,1,1,1,0,1,1,1,1,0,1,194,1,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
676,957,1,1,1,0,1,1,1,1,0,1,957,1,1,1,0,1,1,1,1,0,1,66,0,1,0,0,0,0,1,0,648,1,0,1,0,0,0,1,0,0,0, 
677,958,1,1,1,0,1,1,1,1,1,0,958,1,1,1,0,1,1,1,1,1,0,66,0,1,0,0,0,0,1,0,646,1,0,1,0,0,0,0,1,1,0, 
678,958,1,1,1,0,1,1,1,1,1,0,958,1,1,1,0,1,1,1,1,1,0,130,1,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
679,959,1,1,1,0,1,1,1,1,1,1,959,1,1,1,0,1,1,1,1,1,1,130,1,0,0,0,0,0,1,0,644,1,0,1,0,0,0,0,1,0,0, 
680,960,1,1,1,1,0,0,0,0,0,0,960,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,642,1,0,1,0,0,0,0,0,1,0, 
681,960,1,1,1,1,0,0,0,0,0,0,960,1,1,1,1,0,0,0,0,0,0,252,1,1,1,1,1,1,0,0,642,1,0,1,0,0,0,0,0,1,0, 
682,961,1,1,1,1,0,0,0,0,0,1,961,1,1,1,1,0,0,0,0,0,1,252,1,1,1,1,1,1,0,0,640,1,0,1,0,0,0,0,0,0,0, 
683,961,1,1,1,1,0,0,0,0,0,1,961,1,1,1,1,0,0,0,0,0,1,124,0,1,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
684,962,1,1,1,1,0,0,0,0,1,0,962,1,1,1,1,0,0,0,0,1,0,124,0,1,1,1,1,1,0,0,638,1,0,0,1,1,1,1,1,1,0, 
685,963,1,1,1,1,0,0,0,0,1,1,963,1,1,1,1,0,0,0,0,1,1,188,1,0,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
686,963,1,1,1,1,0,0,0,0,1,1,963,1,1,1,1,0,0,0,0,1,1,60,0,0,1,1,1,1,0,0,636,1,0,0,1,1,1,1,1,0,0, 
687,964,1,1,1,1,0,0,0,1,0,0,964,1,1,1,1,0,0,0,1,0,0,60,0,0,1,1,1,1,0,0,634,1,0,0,1,1,1,1,0,1,0, 
688,965,1,1,1,1,0,0,0,1,0,1,965,1,1,1,1,0,0,0,1,0,1,220,1,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
689,965,1,1,1,1,0,0,0,1,0,1,965,1,1,1,1,0,0,0,1,0,1,92,0,1,0,1,1,1,0,0,632,1,0,0,1,1,1,1,0,0,0, 
690,966,1,1,1,1,0,0,0,1,1,0,966,1,1,1,1,0,0,0,1,1,0,92,0,1,0,1,1,1,0,0,630,1,0,0,1,1,1,0,1,1,0, 
691,966,1,1,1,1,0,0,0,1,1,0,966,1,1,1,1,0,0,0,1,1,0,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
692,967,1,1,1,1,0,0,0,1,1,1,967,1,1,1,1,0,0,0,1,1,1,156,1,0,0,1,1,1,0,0,628,1,0,0,1,1,1,0,1,0,0, 
693,968,1,1,1,1,0,0,1,0,0,0,968,1,1,1,1,0,0,1,0,0,0,28,0,0,0,1,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
694,968,1,1,1,1,0,0,1,0,0,0,968,1,1,1,1,0,0,1,0,0,0,236,1,1,1,0,1,1,0,0,626,1,0,0,1,1,1,0,0,1,0, 
695,969,1,1,1,1,0,0,1,0,0,1,969,1,1,1,1,0,0,1,0,0,1,236,1,1,1,0,1,1,0,0,624,1,0,0,1,1,1,0,0,0,0, 
696,969,1,1,1,1,0,0,1,0,0,1,969,1,1,1,1,0,0,1,0,0,1,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
697,970,1,1,1,1,0,0,1,0,1,0,970,1,1,1,1,0,0,1,0,1,0,108,0,1,1,0,1,1,0,0,622,1,0,0,1,1,0,1,1,1,0, 
698,971,1,1,1,1,0,0,1,0,1,1,971,1,1,1,1,0,0,1,0,1,1,172,1,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
699,971,1,1,1,1,0,0,1,0,1,1,971,1,1,1,1,0,0,1,0,1,1,44,0,0,1,0,1,1,0,0,620,1,0,0,1,1,0,1,1,0,0, 
700,972,1,1,1,1,0,0,1,1,0,0,972,1,1,1,1,0,0,1,1,0,0,44,0,0,1,0,1,1,0,0,618,1,0,0,1,1,0,1,0,1,0, 
701,973,1,1,1,1,0,0,1,1,0,1,973,1,1,1,1,0,0,1,1,0,1,204,1,1,0,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
702,973,1,1,1,1,0,0,1,1,0,1,973,1,1,1,1,0,0,1,1,0,1,76,0,1,0,0,1,1,0,0,616,1,0,0,1,1,0,1,0,0,0, 
703,974,1,1,1,1,0,0,1,1,1,0,974,1,1,1,1,0,0,1,1,1,0,76,0,1,0,0,1,1,0,0,614,1,0,0,1,1,0,0,1,1,0, 
704,974,1,1,1,1,0,0,1,1,1,0,974,1,1,1,1,0,0,1,1,1,0,140,1,0,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
705,975,1,1,1,1,0,0,1,1,1,1,975,1,1,1,1,0,0,1,1,1,1,140,1,0,0,0,1,1,0,0,612,1,0,0,1,1,0,0,1,0,0, 
706,976,1,1,1,1,0,1,0,0,0,0,976,1,1,1,1,0,1,0,0,0,0,12,0,0,0,0,1,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
707,976,1,1,1,1,0,1,0,0,0,0,976,1,1,1,1,0,1,0,0,0,0,244,1,1,1,1,0,1,0,0,610,1,0,0,1,1,0,0,0,1,0, 
708,977,1,1,1,1,0,1,0,0,0,1,977,1,1,1,1,0,1,0,0,0,1,244,1,1,1,1,0,1,0,0,608,1,0,0,1,1,0,0,0,0,0, 
709,977,1,1,1,1,0,1,0,0,0,1,977,1,1,1,1,0,1,0,0,0,1,116,0,1,1,1,0,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
710,978,1,1,1,1,0,1,0,0,1,0,978,1,1,1,1,0,1,0,0,1,0,116,0,1,1,1,0,1,0,0,606,1,0,0,1,0,1,1,1,1,0, 
711,979,1,1,1,1,0,1,0,0,1,1,979,1,1,1,1,0,1,0,0,1,1,180,1,0,1,1,0,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
712,979,1,1,1,1,0,1,0,0,1,1,979,1,1,1,1,0,1,0,0,1,1,52,0,0,1,1,0,1,0,0,604,1,0,0,1,0,1,1,1,0,0, 
713,980,1,1,1,1,0,1,0,1,0,0,980,1,1,1,1,0,1,0,1,0,0,52,0,0,1,1,0,1,0,0,602,1,0,0,1,0,1,1,0,1,0, 
714,981,1,1,1,1,0,1,0,1,0,1,981,1,1,1,1,0,1,0,1,0,1,212,1,1,0,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
715,981,1,1,1,1,0,1,0,1,0,1,981,1,1,1,1,0,1,0,1,0,1,84,0,1,0,1,0,1,0,0,600,1,0,0,1,0,1,1,0,0,0, 
716,982,1,1,1,1,0,1,0,1,1,0,982,1,1,1,1,0,1,0,1,1,0,84,0,1,0,1,0,1,0,0,598,1,0,0,1,0,1,0,1,1,0, 
717,982,1,1,1,1,0,1,0,1,1,0,982,1,1,1,1,0,1,0,1,1,0,148,1,0,0,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
718,983,1,1,1,1,0,1,0,1,1,1,983,1,1,1,1,0,1,0,1,1,1,148,1,0,0,1,0,1,0,0,596,1,0,0,1,0,1,0,1,0,0, 
719,984,1,1,1,1,0,1,1,0,0,0,984,1,1,1,1,0,1,1,0,0,0,20,0,0,0,1,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
720,984,1,1,1,1,0,1,1,0,0,0,984,1,1,1,1,0,1,1,0,0,0,228,1,1,1,0,0,1,0,0,594,1,0,0,1,0,1,0,0,1,0, 
721,985,1,1,1,1,0,1,1,0,0,1,985,1,1,1,1,0,1,1,0,0,1,228,1,1,1,0,0,1,0,0,592,1,0,0,1,0,1,0,0,0,0, 
722,985,1,1,1,1,0,1,1,0,0,1,985,1,1,1,1,0,1,1,0,0,1,100,0,1,1,0,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
723,986,1,1,1,1,0,1,1,0,1,0,986,1,1,1,1,0,1,1,0,1,0,100,0,1,1,0,0,1,0,0,590,1,0,0,1,0,0,1,1,1,0, 
724,987,1,1,1,1,0,1,1,0,1,1,987,1,1,1,1,0,1,1,0,1,1,164,1,0,1,0,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
725,987,1,1,1,1,0,1,1,0,1,1,987,1,1,1,1,0,1,1,0,1,1,36,0,0,1,0,0,1,0,0,588,1,0,0,1,0,0,1,1,0,0, 
726,988,1,1,1,1,0,1,1,1,0,0,988,1,1,1,1,0,1,1,1,0,0,36,0,0,1,0,0,1,0,0,586,1,0,0,1,0,0,1,0,1,0, 
727,989,1,1,1,1,0,1,1,1,0,1,989,1,1,1,1,0,1,1,1,0,1,196,1,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
728,989,1,1,1,1,0,1,1,1,0,1,989,1,1,1,1,0,1,1,1,0,1,68,0,1,0,0,0,1,0,0,584,1,0,0,1,0,0,1,0,0,0, 
729,990,1,1,1,1,0,1,1,1,1,0,990,1,1,1,1,0,1,1,1,1,0,68,0,1,0,0,0,1,0,0,582,1,0,0,1,0,0,0,1,1,0, 
730,990,1,1,1,1,0,1,1,1,1,0,990,1,1,1,1,0,1,1,1,1,0,132,1,0,0,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
731,991,1,1,1,1,0,1,1,1,1,1,991,1,1,1,1,0,1,1,1,1,1,132,1,0,0,0,0,1,0,0,580,1,0,0,1,0,0,0,1,0,0, 
732,992,1,1,1,1,1,0,0,0,0,0,992,1,1,1,1,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,578,1,0,0,1,0,0,0,0,1,0, 
733,992,1,1,1,1,1,0,0,0,0,0,992,1,1,1,1,1,0,0,0,0,0,248,1,1,1,1,1,0,0,0,578,1,0,0,1,0,0,0,0,1,0, 
734,993,1,1,1,1,1,0,0,0,0,1,993,1,1,1,1,1,0,0,0,0,1,248,1,1,1,1,1,0,0,0,576,1,0,0,1,0,0,0,0,0,0, 
735,993,1,1,1,1,1,0,0,0,0,1,993,1,1,1,1,1,0,0,0,0,1,120,0,1,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
736,994,1,1,1,1,1,0,0,0,1,0,994,1,1,1,1,1,0,0,0,1,0,120,0,1,1,1,1,0,0,0,574,1,0,0,0,1,1,1,1,1,0, 
737,995,1,1,1,1,1,0,0,0,1,1,995,1,1,1,1,1,0,0,0,1,1,184,1,0,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
738,995,1,1,1,1,1,0,0,0,1,1,995,1,1,1,1,1,0,0,0,1,1,56,0,0,1,1,1,0,0,0,572,1,0,0,0,1,1,1,1,0,0, 
739,996,1,1,1,1,1,0,0,1,0,0,996,1,1,1,1,1,0,0,1,0,0,56,0,0,1,1,1,0,0,0,570,1,0,0,0,1,1,1,0,1,0, 
740,996,1,1,1,1,1,0,0,1,0,0,996,1,1,1,1,1,0,0,1,0,0,216,1,1,0,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
741,997,1,1,1,1,1,0,0,1,0,1,997,1,1,1,1,1,0,0,1,0,1,216,1,1,0,1,1,0,0,0,568,1,0,0,0,1,1,1,0,0,0, 
742,998,1,1,1,1,1,0,0,1,1,0,998,1,1,1,1,1,0,0,1,1,0,88,0,1,0,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
743,998,1,1,1,1,1,0,0,1,1,0,998,1,1,1,1,1,0,0,1,1,0,152,1,0,0,1,1,0,0,0,566,1,0,0,0,1,1,0,1,1,0, 
744,999,1,1,1,1,1,0,0,1,1,1,999,1,1,1,1,1,0,0,1,1,1,152,1,0,0,1,1,0,0,0,564,1,0,0,0,1,1,0,1,0,0, 
745,1000,1,1,1,1,1,0,1,0,0,0,1000,1,1,1,1,1,0,1,0,0,0,24,0,0,0,1,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
746,1000,1,1,1,1,1,0,1,0,0,0,1000,1,1,1,1,1,0,1,0,0,0,232,1,1,1,0,1,0,0,0,562,1,0,0,0,1,1,0,0,1,0, 
747,1001,1,1,1,1,1,0,1,0,0,1,1001,1,1,1,1,1,0,1,0,0,1,232,1,1,1,0,1,0,0,0,560,1,0,0,0,1,1,0,0,0,0, 
748,1001,1,1,1,1,1,0,1,0,0,1,1001,1,1,1,1,1,0,1,0,0,1,104,0,1,1,0,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
749,1002,1,1,1,1,1,0,1,0,1,0,1002,1,1,1,1,1,0,1,0,1,0,104,0,1,1,0,1,0,0,0,558,1,0,0,0,1,0,1,1,1,0, 
750,1003,1,1,1,1,1,0,1,0,1,1,1003,1,1,1,1,1,0,1,0,1,1,168,1,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
751,1003,1,1,1,1,1,0,1,0,1,1,1003,1,1,1,1,1,0,1,0,1,1,40,0,0,1,0,1,0,0,0,556,1,0,0,0,1,0,1,1,0,0, 
752,1004,1,1,1,1,1,0,1,1,0,0,1004,1,1,1,1,1,0,1,1,0,0,40,0,0,1,0,1,0,0,0,554,1,0,0,0,1,0,1,0,1,0, 
753,1004,1,1,1,1,1,0,1,1,0,0,1004,1,1,1,1,1,0,1,1,0,0,200,1,1,0,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
754,1005,1,1,1,1,1,0,1,1,0,1,1005,1,1,1,1,1,0,1,1,0,1,200,1,1,0,0,1,0,0,0,552,1,0,0,0,1,0,1,0,0,0, 
755,1006,1,1,1,1,1,0,1,1,1,0,1006,1,1,1,1,1,0,1,1,1,0,72,0,1,0,0,1,0,0,0,550,1,0,0,0,1,0,0,1,1,0, 
756,1006,1,1,1,1,1,0,1,1,1,0,1006,1,1,1,1,1,0,1,1,1,0,136,1,0,0,0,1,0,0,0,550,1,0,0,0,1,0,0,1,1,0, 
757,1007,1,1,1,1,1,0,1,1,1,1,1007,1,1,1,1,1,0,1,1,1,1,136,1,0,0,0,1,0,0,0,548,1,0,0,0,1,0,0,1,0,0, 
758,1008,1,1,1,1,1,1,0,0,0,0,1008,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,1,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
759,1008,1,1,1,1,1,1,0,0,0,0,1008,1,1,1,1,1,1,0,0,0,0,240,1,1,1,1,0,0,0,0,546,1,0,0,0,1,0,0,0,1,0, 
760,1009,1,1,1,1,1,1,0,0,0,1,1009,1,1,1,1,1,1,0,0,0,1,240,1,1,1,1,0,0,0,0,544,1,0,0,0,1,0,0,0,0,0, 
761,1009,1,1,1,1,1,1,0,0,0,1,1009,1,1,1,1,1,1,0,0,0,1,112,0,1,1,1,0,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
762,1010,1,1,1,1,1,1,0,0,1,0,1010,1,1,1,1,1,1,0,0,1,0,112,0,1,1,1,0,0,0,0,542,1,0,0,0,0,1,1,1,1,0, 
763,1011,1,1,1,1,1,1,0,0,1,1,1011,1,1,1,1,1,1,0,0,1,1,176,1,0,1,1,0,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
764,1011,1,1,1,1,1,1,0,0,1,1,1011,1,1,1,1,1,1,0,0,1,1,48,0,0,1,1,0,0,0,0,540,1,0,0,0,0,1,1,1,0,0, 
765,1012,1,1,1,1,1,1,0,1,0,0,1012,1,1,1,1,1,1,0,1,0,0,48,0,0,1,1,0,0,0,0,538,1,0,0,0,0,1,1,0,1,0, 
766,1012,1,1,1,1,1,1,0,1,0,0,1012,1,1,1,1,1,1,0,1,0,0,208,1,1,0,1,0,0,0,0,536,1,0,0,0,0,1,1,0,0,0, 
767,1013,1,1,1,1,1,1,0,1,0,1,1013,1,1,1,1,1,1,0,1,0,1,208,1,1,0,1,0,0,0,0,536,1,0,0,0,0,1,1,0,0,0, 
768,1014,1,1,1,1,1,1,0,1,1,0,1014,1,1,1,1,1,1,0,1,1,0,80,0,1,0,1,0,0,0,0,534,1,0,0,0,0,1,0,1,1,0, 
769,1014,1,1,1,1,1,1,0,1,1,0,1014,1,1,1,1,1,1,0,1,1,0,144,1,0,0,1,0,0,0,0,534,1,0,0,0,0,1,0,1,1,0, 
770,1015,1,1,1,1,1,1,0,1,1,1,1015,1,1,1,1,1,1,0,1,1,1,144,1,0,0,1,0,0,0,0,532,1,0,0,0,0,1,0,1,0,0, 
771,1016,1,1,1,1,1,1,1,0,0,0,1016,1,1,1,1,1,1,1,0,0,0,16,0,0,0,1,0,0,0,0,530,1,0,0,0,0,1,0,0,1,0, 
772,1016,1,1,1,1,1,1,1,0,0,0,1016,1,1,1,1,1,1,1,0,0,0,224,1,1,1,0,0,0,0,0,530,1,0,0,0,0,1,0,0,1,0, 
773,1017,1,1,1,1,1,1,1,0,0,1,1017,1,1,1,1,1,1,1,0,0,1,224,1,1,1,0,0,0,0,0,528,1,0,0,0,0,1,0,0,0,0, 
774,1017,1,1,1,1,1,1,1,0,0,1,1017,1,1,1,1,1,1,1,0,0,1,96,0,1,1,0,0,0,0,0,526,1,0,0,0,0,0,1,1,1,0, 
775,1018,1,1,1,1,1,1,1,0,1,0,1018,1,1,1,1,1,1,1,0,1,0,96,0,1,1,0,0,0,0,0,526,1,0,0,0,0,0,1,1,1,0, 
776,1019,1,1,1,1,1,1,1,0,1,1,1019,1,1,1,1,1,1,1,0,1,1,160,1,0,1,0,0,0,0,0,524,1,0,0,0,0,0,1,1,0,0, 
777,1019,1,1,1,1,1,1,1,0,1,1,1019,1,1,1,1,1,1,1,0,1,1,32,0,0,1,0,0,0,0,0,524,1,0,0,0,0,0,1,1,0,0, 
778,1020,1,1,1,1,1,1,1,1,0,0,1020,1,1,1,1,1,1,1,1,0,0,32,0,0,1,0,0,0,0,0,522,1,0,0,0,0,0,1,0,1,0, 
779,1020,1,1,1,1,1,1,1,1,0,0,1020,1,1,1,1,1,1,1,1,0,0,192,1,1,0,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
780,1021,1,1,1,1,1,1,1,1,0,1,1021,1,1,1,1,1,1,1,1,0,1,192,1,1,0,0,0,0,0,0,520,1,0,0,0,0,0,1,0,0,0, 
781,1022,1,1,1,1,1,1,1,1,1,0,1022,1,1,1,1,1,1,1,1,1,0,64,0,1,0,0,0,0,0,0,518,1,0,0,0,0,0,0,1,1,0, 
782,1022,1,1,1,1,1,1,1,1,1,0,1022,1,1,1,1,1,1,1,1,1,0,128,1,0,0,0,0,0,0,0,518,1,0,0,0,0,0,0,1,1,0, 
